$CUREVAM.1000,"Error -- 1000 called"
P0A01L00.1015,"%qdt: J'ai recu un message
 d'un membre de ma ""famille"".
 Ils m'ont dit de tuer un ""un membre
 d'une lignée inférieure à
 la nôtre"", probablement pas un
  %vam, dans un lieu nommé
  ___mondung_.
 Je dois ensuite aller à ___questgiver_
 en __questgiver_ et trouver
 un =questgiver_ du nom
 de _questgiver_ avant
 qu'%g ne s'en aille, dans
 =1stparton_ days.
"
P0A01L00.1020,"Un enfant décharné et pâle vous
tend une lettre avant de s'enfuir.
"
P0A01L00.1030,"Vous avez tué le vampire
=monster_.
<--->
"
P0B00L01.1000,"As-tu quelques
nuits de libres pour
les %vam ?
"
P0B00L01.1001,"Non n'est pas la réponse que
j'espérais. A l'avenir, essaye
de faire des efforts et de donner
de ton temps pour les %vam,
petit morveux. Tu n'aimerais
pas être abandonné par ta
famille.
"
P0B00L01.1002,"%pcf, j'ai besoin que tu portes
une lettre à un allié des %vam.
_pawn_ t'attendra pendant
=1stparton_ nuits à __pawn_ en
___pawn_. Ne rate pas cette entrevue.
Je t'attendrai ici dans =1stparton_ nuits.
Au revoir.
"
P0B00L01.1003,"Tant que ma lettre ne
sera pas entre les mains
moites de _pawn_ , je ne
désire pas te parler,
%pcf.
"
P0B00L01.1004,"Merci d'avoir apporté cette lettre
si promptement, %pcf. C'était très
important. J'ai moi aussi été très
occupé. Prend ce _reward_ comme
une récompense pour un travail
bien fait.
"
P0B00L01.1005,"Ce =pawn_, à  __pawn_, attend quelqu'un. Quelqu'un qui arrivera de nuit.
<--->
Ils disent que le %t va finalement faire quelque chose contre la menace des vampires."
P0B00L01.1006,"Ce nerveux =pawn_ a finalement quitté __pawn_. %g a dû manquer son rendez-vous nocturne.
<--->
Ce =vampire_ à __vampire_ grommelait contre ce %ra qui est toujours avec %g2."
P0B00L01.1007,"Le %rt a apparemment changé d'avis à propos de l'existence de vampires en %reg.
<--->
Le %rt voulait renforcer la garde de nuit, mais il a changé d'avis."
P0B00L01.1008,"Salutations, %pcf. J'espère que _pawn_ a été suffisamment poli avec toi."
P0B00L01.1009,"Quand je t'ai envoyé à  _pawn_,
j'espérais que tu irais a lui, %pcf.
Ne... m'énerve pas.
"
P0B00L01.1010,"Oui, je suis _pawn_.
T-tu dois être %pcn.
Dis à _vampire_ que
je m'occuperai de tout. 
Fais en sorte qu'%g soit
mis au courant de ma loyauté.
Rien n'a changé. Je te remercie.
Je prendrai garde à ce que tout
marche bien.
"
P0B00L01.1011,"_vampire_ ? Un charmant =vampire_ qui vit à __vampire_, je pense.
<--->
_vampire_ est ce =vampire_ de __vampire_."
P0B00L01.1012,"_vampire_ est un des vampires %vam .
<--->
_vampire_ est un mentor, un membre plutôt jeune de la lignée %vam ."
P0B00L01.1013,"_pawn_,
 
   Nous avons appris qu'une fois encore
  %t a l'intention d'augmenter la
 garde de nuit en %reg pour combattre
 les agressions ""mystérieuses"". %t
 %rt recevra un visiteur de la part
 des %vam, je pense donc que
 la situation va être rapidement résolue.
   S'il te plait, agis en cette occasion
 comme tu en as l'habitude. Cela
 n'amuse pas les %vam que nous soyons
 éternellement confrontés à ce même
 problème potentiel.
    A propos, la famille du %t se
 porte plutôt bien. Ce n'est pas
 une coincidence. Ou une situation
 sans remède.
 
 -- _vampire_
"
P0B00L01.1014,"_pawn_ est un nerveux =pawn_ de __pawn_, au %di d'ici.
<--->
_pawn_ est le nom de ce =pawn_ que j'ai vu à __pawn_. C'est au %di."
P0B00L01.1015,"_pawn_ est un larbin des vampires %vam, qui opère hors de __pawn_.
<--->
Ce =pawn_ est un allié des vampires %vam -- %g vit à __pawn_."
P0B00L01.1020,"%pcn,
    %vam te convoque à
 ___vampire_. Cherche moi
 là-bas et donne moi cette
 lettre.
 
 Reçois mon dernier soupir,
 _vampire_
"
P0B00L01.1021,"Vous avez reçu une lettre.
"
P0B00L01.1025,"%qdt:
 _vampire_ des %vam de
 __vampire_, ___vampire_,
 m'a envoyé porter une lettre
 à une sorte de =pawn_ à
 ___pawn_, qui porte le nom
 ingrat de _pawn_. Il est
 apparemment très important que
 je rencontre cette personne
 à __pawn_ dans moins de
 =1stparton_ nuits.
"
P0B00L01.1026,"%qdt:
 _vampire_ de ___vampire_
 m'a prié de me rendre à
 __vampire_ pour des affaires
 de %vam.
<--->
"
P0B00L03.1000,"Serais-tu intéressé
par une dangereuse mission,
pour la plus grande gloire
des %vam ?
"
P0B00L03.1001,"Tu veux laisser cela à un autre
%vam et manquer ainsi les honneurs ?
Très bien, mais je reconnais que
je suis quelque peu deçu par ton
comportement."
P0B00L03.1002,"Ta soumission est magnifique,
%pcf. Un vampire rival s'est
installé sur mon territoire. Tu
vas le tuer. Tu devras être
prudent, %pcf.  Un Ancien
Vampire, même issu d'une
famille inférieure aux %vam,
n'est pas un adversaire à
sous-estimer. Ne l'attaque
pas sans préparation.
On l'appelle _vampname_,
et son nouveau sanctuaire se
nomme ___mondung_. Il a la
réputation d'être trop fier de
ses _vampproof_ confectionnés
à partir de la peau de ses
victimes.
Rapporte-les avec toi. Je
t'attendrai ici dans =1stparton_
nuits. Fais attention à ne pas y
laisser la vie, %pcf.
"
P0B00L03.1003,"Peut-être espérais-tu
que _vampname_ se
suiciderait ? Malheureusement,
il ne l'a pas fait. TU dois être l'agent
de sa mort.
"
P0B00L03.1004,"Bienvenue, %pcf, mon enfant.
Chose curieuse : j'étais vraiment
tres préoccupé par ton bien-être.
Quel absurdité, du sentimentalisme
chez un vampire des %vam ! Je te
donne les félicitations des Anciens
%vam qui m'ont prié de t'offrir ce
_reward_. Ce n'est pas quelquechose
d'aussi vulgaire qu'un salaire.
C'est un cadeau de ta famille.
"
P0B00L03.1005,"Il y a eu beaucoup d'activité à ___mondung_, mais cela fait des années que c'est terminé.
<--->
Ce _vampname_ est un aristocrate. %g dit qu'%g purifiera ___mondung_ et %reg."
P0B00L03.1006,"J'ai entendu dire que _vampname_ a finalement quitté ___mondung_. Ce n'est pas un lieu digne d'un aristocrate.
<--->
Maintenant que ce _vampname_ a quitté ___mondung_, %g sera très présent au palais."
P0B00L03.1007,"Il paraît que ce cher _vampname_ était un vampire ! Je ne m'en serais jamais douté !
<--->
 %god soit loué, ce merveilleux mercenaire %ra a tué le vampire de ___mondung_ !"
P0B00L03.1008,"Salutations, %pcf. J'espère que ton nouveau _reward_ te plait."
P0B00L03.1009,"_vampname_ se promène toujours
la nuit, %pcf. Cette mission
a été exécutée de bien piètre
façon. Tu as... déçu tous les
%vam.
"
P0B00L03.1020,"Cher %pcn,
 
    Les %vam ont un problème,
 j'en ai peur. Rejoins moi à
 ___vampire_ rapidement.
 
 Jusqu'à la Mort,
 _vampire_
"
P0B00L03.1011,"%g est un =vampire_ intelligent et fort aimable de __vampire_.
<--->
_vampire_ est ce cher =vampire_ que vous trouverez à __vampire_, au %di d'ici."
P0B00L03.1012,"_vampire_ est un vampire de la lignée des %vam.
<--->
_vampire_ est un jeune vampire %vam , qui est le tuteur de vampires encore plus jeunes."
P0B00L03.1013,"Les _vampproof_ de _vampname_ sont faits d'un curieux cuir pâle."
P0B00L03.1015,"Error -- 1015 is being displayed"
P0B00L03.1021,"Vous avez reçu une lettre."
P0B00L03.1022,"Je suis déjà revenu de
la Mort. Et je le referais.
Et quand je me réveillerai,
je te pourchasserai toi et
_vampire_, comme les
pâles vermisseaux que
vous êtes !
"
P0B00L03.1025,"%qdt:
 _vampire_, de
 ___vampire_, m'a convoqué
 à __vampire_ pour
 une affaire de %vam.
"
P0B00L03.1026,"%qdt:
 _vampire_ m'a envoyé
 à ___mondung_ afin de tuer
 un Ancient Vampire appelé _vampname_.
 Une fois mort, je prendrai quelques
 _vampproof_ très particuliers comme
 preuve de son décès, et je retournerai
 voir __vampire_ avant =1stparton_ nuits.
<--->
"
P0B00L04.1000,"Error: Questtext 1000 called."
P0B00L04.1001,"Error: Questtext 1001 called."
P0B00L04.1002,"Error: Questtext 1002 called."
P0B00L04.1004,"Est-ce un signe de tristresse sur ton
front, %pcf ? Je comprends.
J'ai eu plus d'une occasion de tuer
un de mes descendants. Tu dois essayer
de t'élever au-dessus de cet intérêt
écoeurant qu'ont les mortels pour leur
progéniture. Ce que tu dois faire est
regrettable, mais tu dois durcir ton
coeur pour devenir un véritable %vam.
Tu as fait un pas en avant, et je
t'en félicite.
"
P0B00L04.1005,"La tombe de =vampire_ a dû être pillée. C'est entièrement... sacagé.
<--->
Il y a beaucoup d'activité ces temps-ci autour de ___mondung_. De nuit."
P0B00L04.1006,"Je me suis fait une brûlure l'autre jour... mais elle est guérie.
<--->
Je viens juste d'avoir une conversation de trois heures à propos du temps.
<--->
Le temps est tout a fait normal pour cette époque de l'année.
<--->
Il semble qu'il fasse un peu frais en %cn pour cette époque de l'année.
<--->
C'est sur qu'il fait beaucoup plus chaud aujourd'hui qu'il y a un an.
<--->
Ma grand-tante va aller voir un spécialiste de l'autre côte de la Baie.
<--->
Il est vraiment curieux de voir à quelle heure il fait nuit ici.
<--->
Nous devrions ériger un monument aux morts près d'ici.
<--->
Les enfants de nos jours avec leur magie. %oth, je ne sais pas.
<--->
J'ai fait un rêve des plus étranges la nuit dernière.
<--->
On m'en a raconté une bien bonne ! %jok
<--->
%jok. Effectivement, c'est une sacrée blague...
<--->
%jok. Je ne comprends pas. Pourriez-vous me l'expliquer ?
<--->
Le système de lois en %reg a ses bons et ses mauvais côtés."
P0B00L04.1007,"Je me suis fait une brûlure l'autre jour... mais elle est guérie.
<--->
Je viens juste d'avoir une conversation de trois heures à propos du temps.
<--->
Le temps est tout a fait normal pour cette époque de l'année.
<--->
Il semble qu'il fasse un peu frais en %cn pour cette époque de l'année.
<--->
C'est sur qu'il fait beaucoup plus chaud aujourd'hui qu'il y a un an.
<--->
Ma grand-tante va aller voir un spécialiste de l'autre côte de la Baie.
<--->
Il est vraiment curieux de voir à quelle heure il fait nuit ici.
<--->
Nous devrions ériger un monument aux morts près d'ici.
<--->
Les enfants de nos jours avec leur magie. %oth, je ne sais pas.
<--->
J'ai fait un rêve des plus étranges la nuit dernière.
<--->
On m'en a raconté une bien bonne ! %jok
<--->
%jok. Effectivement, c'est une sacrée blague...
<--->
%jok. Je ne comprends pas. Pourriez-vous me l'expliquer ?
<--->
Le système de lois en %reg a ses bons et ses mauvais côtés."
P0B00L04.1008,"Error: Questtext 1008 Called"
P0B00L04.1009,"Error: Questtext 1009 Called"
P0B00L04.1010,"                     __vamp_
                      ___vamp_
 
 
Mon cher %pcn,
 
      Peut-être te souviens-tu d'un guerrier
 que tu as rencontré une fois, =vampire_ ?
 Chic, succulent, au sang très fin,
 et finalement un repas mémorable.
 Et bien, %g est revenu de sa tombe à présent.
 
      %vam a des sentiments plutôt
 mitigés au sujet de l'existence de
 ton enfant. Viens me voir et nous en
 discuterons.
 
 
                    Jusqu'à la Mort,
 
                    _vamp_
"
P0B00L04.1011,"Un garcon bien pâle glisse une lettre
dans votre main et disparait,
vif comme un rat.
"
P0B00L04.1012,"%qdt:
 _vamp_ des %vam m'a
 envoyé une lettre, exigeant que
 je vienne rapidement le voir en
 ___vamp_ en un lieu appelé
 __vamp_.
"
P0B00L04.1013,"Ah, bonsoir à toi, sang de mon sang.
Nous avons un problème, toi et moi. Un
de tes anciens repas est revenu de la tombe.
=vampire_ ? Je ne sais pas si ce nom veut
dire quelque chose pour toi. Dans tous les cas,
nous l'avons surveillé, comme nous t'avions
surveillé, afin de voir si sa réaction a
l'immortalité est digne de sa lignée.
Ce ne fut pas le cas. A chaque goutte bue,
sa soif de sang ne fait que croître.
Un vampire vierge et écervelé lâché
dans la région est une menace pour
les affaires de tous les vampires
""civilisés"". Va à ___mondung_
et tue cet enfant turbulent.
C'est une besogne déplaisante, mais
elle t'incombe. Je t'attends dans
=queston_ nuits une fois ta mission achevée. Adieu.
"
P0B00L04.1014,"%dat:
 _vamp_ m'a envoyé à
 ___mondung_ ou
 je dois tuer =vampire_, un
 vampire que j'ai créé. J'ai
 =queston_ nuits pour
 accomplir ma besogne
 et revenir voir
 ___vamp_.
"
P0B00L04.1015,"Tu ferais mieux de ne
pas hésiter avec ce
bâton, parent.
Tu me raterais.
<--->
Je te reconnais. Ton visage,
tâché de mon sang, est le
dernier que j'ai vu. Approche,
mon cher créateur,
embrassons nous.
<--->
Ton visage est celui de
mon cauchemar, %pcn. Tu
es celui qui m'a condamné
à vivre éternellement sous
cette forme, n'est-ce pas?
"
P0B00L04.1016,"=vampire_ est enfin
vraiment mort.
Vous devez retourner
voir _vamp_ pour le
lui dire.
<--->
"
P0B00L06.1000,"Error: Questtext 1000 Called"
P0B00L06.1001,"Error: Questtext 1001 Called"
P0B00L06.1002,"Error: Questtext 1002 Called"
P0B00L06.1003,"Error: Questtext 1003 Called"
P0B00L06.1004,"Magnifique. Avez-vous lu cela ? Bien
 sûr que vous l'avez lu. Quelles idioties. Il y avait
 un autre mage avec des vues similaires
 sur les tribus vampiriques, je ne me rappelle
 plus son nom. Vous avez bien travaillé,
 mon petit. Vraiment très bien.
"
P0B00L06.1005,"_mage_ est impliqué dans un travail des plus importants à ___mondung_.
<--->
___mondung_ est un endroit lugubre, mais très bien pour que _mage_ puisse travailler en paix."
P0B00L06.1006,"Le travail de =mage_ sur les vampires a apparement attiré l'attention de la Guilde des Mages.
<--->
L'Archimage de la Guilde des Mages lui-même étudie le travail de _mage_."
P0B00L06.1007,"Il est possible que Tamriel ne sache jamais ce sur quoi le pauvre _mage_ a travaillé si dur.
<--->
_mage_ a été assassiné, soit-disant parce qu'%g travaillait sur un sort contre les daedras."
P0B00L06.1008,"Error: Questtext 1008 Called. Whoopsy"
P0B00L06.1009,"Error: Questtext 1009 Called. My Bad"
P0B00L06.1010,"                      __vamp_
                       ___vamp_
 
 
 Cher %pcn,
 
      Ces barbares ignorants et gâteux, qui
 s'appellent eux-mêmes la Guilde des Mages,
 sont à nouveau impliqués dans une entreprise
 plutôt inutile. Cette fois il est possible,
 bien que par hasard, qu'il soient sur le point de
 lever le voile et de mettre à nu %vam.
 Il paraît inconcevable que la Guilde des Mages
 puisse réellement accomplir quoi que ce soit, mais
 nous devons nous préparer à une telle éventualité.
 
       Venez me voir dès que possible à
 l'adresse indiquée ci-dessus.
 
                   Votre dévoué jusqu'à la Mort,
 
                      _vamp_
"
P0B00L06.1011,"%qdt:
 J'ai reçu une lettre
 de _vamp_, de
 %vam à ___vamp_.
 Je dois %g2 rencontrer en un lieu
 appelé __vamp_ dès
 que possible.
"
P0B00L06.1012,"Bonsoir, collègue. Les idiots de la Guilde des Mages
 sont tombés par hasard sur quelques faits
 anodins durant leurs recherches sans but. Il est
 peu probable que ça les mène quelque part, mais
 au moins le mage qui dirige les recherches est
 suffisamment sage pour se cacher. Cela, en soi,
 est suffisant pour éveiller notre intérêt. Bien sûr,
 il est vain de se cacher de %vam
 où que ce soit dans %reg. _mage_
 est à ___mondung_, une sorte de
 laboratoire. Je veux que vous récupériez les
 notes de ses recherches et que vous me les
 rameniez. _mage_, d'après ce que je sais,
 conserve les notes sur %g3, sous le prétexte risible
 qu'elles y sont sont en sécurité.
 Allez lui faire remarquer son erreur de
 raisonnement, %pcf.
"
P0B00L06.1013,"Mon Cher Vieux %pcn,
 
    Si jamais vous passiez aux environs de
 ___mg_, votre exceptionnelle présence
 à __mg_ serait très utile
 pour nos besoins actuels. En retour de
 votre aide dans une de nos entreprises, je peux
 vous offrir la satisfaction d'une prospérité
 financière personnelle et le plaisir plus sublime
 d'aider vos compères de la Guilde des Mages.
 
     J'espère vous voir très prochainement.
 
 
 
     Bien à vous,
 
 
     _mg_
"
P0B00L06.1014,"Un courrier habillé d'une robe bleu foncé
 vous tend une lettre, et disparait
 en un éclair.
"
P0B00L06.1015,"Oh, oh, %oth,
 %pcn, n'est-ce pas ?
 Je, ah, crois savoir que vous êtes la
 bonne personne pour cela, étant suffisament
 fougeux, courageux, en un mot, puissant
 pour aider _mage_, un
 sorcier qui craint que ses recherches aient,
 ah, attiré l'attention d'un clan local de vampires.
 Trop de travail a rendu le pauvre vieux
 sorcier, disons, trop sensible. Si vous pouviez
 juste faire un saut à son labo,
 ___mondung_, et récupérer ses
 précieuses notes, j'en serais très, très,
 ah, redevable. Mais méfiez-vous du vieux
 _mage_ -- %g est un brin,
 ah, agité, je crois.
"
P0B00L06.1016,"%oth ! Mes précieuses notes !
 Va t'en, suceur de sang ! Va t'en !
"
P0B00L06.1017,"Attendez un peu ! Etes-vous le
 %ra auquel j'étais censé
 donner mes notes ?
"
P0B00L06.1018,"Toutes mes excuses, %pcn.
 J'ai été très tendu ces derniers temps. Voici
 les notes. Faites attention, cependant.
 Ne faites confiance à personne. Tout le monde
 peut être un vampire de %vam.
"
P0B00L06.1019,"%dat:
 _mg_ de
 __mg_ a ___mg_
 veut que j'aille à ___mondung_
 pour récupérer le travail de _mage_
 en mains propres, et le rapporter
 sans incident à ___mg_.
 Bien que _mage_
 s'attende à ma visite, %g risque d'être
 un peu nerveux. Après tout, n'importe
 qui peut être un vampire...
"
P0B00L06.1020,"%vam représente la tribu
 dominante de %reg, bien qu'elle
 ne soit pas du tout la tribu dominante de
 toute la région de la Baie d'Iliac. (Compléter
 avec des informations sur les Montalion,
 Vrasethi, Ghulari, Selenu, etc, bla, bla, bla.
 Differentes puissances mais fondamentalement
 la même structure interne, bla, bla, bla).
 Comment guérir du vampirisme (j'ai découvert
 un livre sur les Vampires de la Baie d'Iliac, qui
 parle d'une société de vampires plus ancienne) ?
 En tuant le membre principal d'une même
 lignée de sang, d'après les informations que
 j'ai pu rassembler durant mes différentes
 investigations. (Remarque pour moi-même :
 ce =vamp_ à ___vamp_ a
 exprimé son intérêt pour mes travaux.
 Peut-être pourrais-je l'interroger... ou bien
 est-ce un piège ?). Des vampires infiltrent
 les cours royales, la Confrérie Noire et
 même la Guilde des Mages à %reg
 ainsi qu'ailleurs. Est-ce que %t de
 %reg est sous l'influence de %vam, ou
 peut-être même plus que sous influence ?
 Effectuer les vérifications d'usage et voir ce
 qui en ressort. Il me faut des cheveux de Nymphe,
 un symbole sacré, etc, etc, et frais cette fois,
 pour l'amour de %god.
 Parler à _mg_ à propos d'une augmentation
 du financement. Ca ne mène nulle part.
"
